,age,ed,income,debtinc,creddebt,othdebt,spoused,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,carvalue,commutetime,tenure,longmon,longten,tollmon,tollten,equipmon,equipten,cardmon,cardten,wiremon,wireten,hourstv,region_2,region_3,region_4,region_5,townsize_2.0,townsize_3.0,townsize_4.0,townsize_5.0,gender_1,empcat_2,empcat_3,empcat_4,empcat_5,inccat_2,inccat_3,inccat_4,inccat_5,jobsat_2,jobsat_3,jobsat_4,jobsat_5,hometype_2,hometype_3,hometype_4,addresscat_2,addresscat_3,addresscat_4,addresscat_5,cars_1,cars_2,cars_3,cars_4,cars_5,cars_6,cars_7,cars_8,carown_0,carown_1,cartype_0,cartype_1,carcatvalue_1,carcatvalue_2,carcatvalue_3,carbought_0,carbought_1,commutecat_2,commutecat_3,commutecat_4,commutecat_5,reason_2,reason_3,reason_4,reason_9,polview_2,polview_3,polview_4,polview_5,polview_6,polview_7,card_2,card_3,card_4,card_5,cardtype_2,cardtype_3,cardtype_4,cardbenefit_2,cardbenefit_3,cardbenefit_4,cardtenurecat_2,cardtenurecat_3,cardtenurecat_4,cardtenurecat_5,card2_2,card2_3,card2_4,card2_5,card2type_2,card2type_3,card2type_4,card2benefit_2,card2benefit_3,card2benefit_4,card2tenurecat_2,card2tenurecat_3,card2tenurecat_4,card2tenurecat_5,bfast_2,bfast_3,internet_1,internet_2,internet_3,internet_4,ln_total_spent
527,65,11,21.0,5.5,0.46315500000000004,0.691845,11,3,5,0,0,0,0,2,0,3,8.3,30.0,37,8.9,353.5,0.0,0.0,24.15,911.3,16.5,590.0,0.0,0.0,21,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,5.023683132945513
528,27,17,16.0,2.3,0.11408,0.25392,17,4,0,0,0,0,0,0,0,0,7.4,27.0,21,3.65,65.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5.771659167892354
529,68,19,108.0,5.6000000000000005,1.227744,4.8202560000000005,-1,1,4,0,0,0,0,0,0,4,39.6,29.0,32,8.6,273.05,31.5,1043.1,63.30050000000001,2159.95,36.5,1170.0,78.30400000000007,2647.25,18,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6.11388127505571
530,65,16,167.0,4.7,3.516352,4.332648000000001,-1,1,1,1,0,0,0,0,0,0,59.2,26.0,7,5.65,49.55,0.0,0.0,30.0,173.35,10.0,65.0,0.0,0.0,21,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6.8100762957770415
531,56,13,20.0,6.3,0.189,1.071,12,2,4,0,0,0,0,0,0,4,9.600000000000001,22.0,27,4.4,99.1,0.0,0.0,25.6,669.85,0.0,0.0,0.0,0.0,17,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,5.451724913177349
532,37,12,26.0,7.000000000000001,0.9828000000000002,0.8372,-1,2,1,0,1,0,0,0,0,0,14.9,19.0,3,2.4,8.45,24.75,68.45,0.0,0.0,18.25,35.0,0.0,0.0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.749097354794734
533,53,15,49.0,10.8,0.576828,4.715172,-1,1,7,0,0,0,0,0,0,7,18.2,28.0,46,10.7,527.2,25.25,1113.25,43.4,1958.3,0.0,0.0,32.6,1479.3,19,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,6.119769807260906
534,72,11,17.0,16.2,1.7047260000000002,1.0492739999999998,-1,1,4,0,0,0,0,0,0,4,10.0,38.0,71,34.0,2357.4,25.75,1910.95,0.0,0.0,11.5,910.0,0.0,0.0,13,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5.816485964569286
535,58,13,19.0,4.7,0.254505,0.638495,-1,1,8,0,0,0,0,0,0,8,7.0,23.0,56,15.15,839.95,0.0,0.0,0.0,0.0,27.5,1455.0,0.0,0.0,23,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,5.89729122084072
536,39,8,46.0,5.7,0.8836139999999999,1.738386,-1,1,12,1,1,0,0,0,0,10,29.5,25.0,58,23.1,1366.85,30.5,1785.9,0.0,0.0,31.0,1750.0,0.0,0.0,19,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.223539939590213
537,39,14,83.0,7.199999999999999,2.701152,3.274848,-1,1,0,0,0,0,0,0,0,0,41.1,25.0,19,6.45,125.35,22.0,432.4,40.65,750.5,63.0,1055.0,0.0,0.0,18,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,5.282594406082801
538,73,12,26.0,13.100000000000001,1.0388300000000001,2.3671699999999998,10,2,5,0,0,0,0,0,0,5,14.0,22.0,71,16.2,1164.0,0.0,0.0,35.7,2384.8,18.5,1290.0,0.0,0.0,18,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,6.021945254361569
539,51,21,46.0,29.2,11.935573999999999,4.946425999999999,-1,1,2,2,0,0,0,0,0,0,14.3,23.0,20,9.0,158.6,26.25,478.95,0.0,0.0,15.0,270.0,0.0,0.0,19,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,6.514194037876797
540,37,10,41.0,14.000000000000002,2.296,3.4440000000000004,-1,1,5,0,0,0,0,0,0,5,21.5,30.0,64,16.3,1084.75,0.0,0.0,0.0,0.0,18.0,1115.0,0.0,0.0,23,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6.669256944033293
541,18,13,13.0,16.5,0.21021,1.93479,-1,1,1,0,1,0,0,0,0,0,-1.0,13.0,5,6.3,32.55,24.25,142.3,0.0,0.0,17.25,60.0,0.0,0.0,23,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.387884444158042
542,36,16,81.0,10.5,1.0886399999999998,7.416359999999999,16,2,0,0,0,0,0,0,0,0,57.900000000000006,23.0,49,8.5,422.15,0.0,0.0,0.0,0.0,18.0,850.0,0.0,0.0,13,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6.3106089487496195
543,65,17,31.0,5.5,1.369115,0.335885,14,3,0,0,0,0,0,0,0,0,16.900000000000002,19.0,63,17.2,1072.65,0.0,0.0,0.0,0.0,64.25,4011.19999999999,0.0,0.0,15,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.777063914850281
544,75,10,107.0,2.0,1.06786,1.07214,-1,1,2,2,0,0,0,0,0,0,51.7,31.0,68,38.45,2471.05,0.0,0.0,0.0,0.0,32.25,2165.0,0.0,0.0,19,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5.656551094950762
545,33,14,32.0,22.7,1.1985599999999998,6.065440000000001,12,4,1,1,0,0,0,0,0,0,13.700000000000001,25.0,44,13.9,578.55,0.0,0.0,0.0,0.0,18.25,805.0,0.0,0.0,25,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5.581125078583557
546,57,11,25.0,11.0,0.66,2.09,-1,2,1,0,0,0,0,1,0,0,11.200000000000001,18.0,21,4.2,68.35,15.75,375.05,0.0,0.0,0.0,0.0,0.0,0.0,19,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.3307364324813475
547,54,19,125.0,5.7,2.451,4.6739999999999995,-1,1,0,0,0,0,0,0,0,0,64.60000000000001,20.0,40,6.7,271.95,0.0,0.0,37.2,1410.6,14.75,595.0,35.5,1289.55,20,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,6.192730519902875
548,43,17,44.0,9.6,1.66848,2.5555200000000005,-1,3,0,0,0,0,0,0,0,0,-1.0,36.0,31,7.25,225.15,0.0,0.0,30.35,937.4,0.0,0.0,0.0,0.0,14,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,5.654977310374268
549,31,18,137.0,5.3,1.575637,5.685363000000001,20,2,0,0,0,0,0,0,0,0,68.60000000000001,32.0,22,3.85,86.35,0.0,0.0,32.05,639.55,0.0,0.0,26.8,518.95,19,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.698803433109037
550,33,15,49.0,7.7,1.2073600000000002,2.56564,18,4,1,1,0,0,0,0,0,0,25.700000000000003,28.0,69,36.2,2488.25,0.0,0.0,0.0,0.0,25.25,1650.0,0.0,0.0,13,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,6.7373109083340745
551,20,15,28.0,10.5,0.21756,2.7224399999999997,-1,3,1,1,0,0,0,0,0,0,8.5,22.0,28,3.85,98.3,20.25,567.9,40.3,1055.1,0.0,0.0,27.1,713.3,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,5.318463072240994
552,65,16,60.0,9.9,2.14434,3.7956600000000003,14,2,2,0,2,0,0,0,0,0,41.900000000000006,23.0,62,13.95,915.15,0.0,0.0,0.0,0.0,3.75,200.0,0.0,0.0,19,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,6.783834697062659
553,62,17,186.0,20.599999999999998,14.253551999999997,24.062447999999996,-1,2,6,1,0,0,0,0,0,5,87.30000000000001,29.0,70,20.95,1484.5,52.5,3538.4,58.3,3679.4575,22.75,1565.0,67.7,4530.1,19,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,5.79724245905564
554,39,9,49.0,6.4,2.16384,0.9721600000000001,6,4,1,1,0,0,0,0,0,0,25.1,19.0,25,7.45,165.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6.145900900412401
555,36,17,34.0,20.200000000000003,3.46834,3.3996600000000003,-1,1,0,0,0,0,0,0,0,0,18.2,29.0,54,16.25,882.4,22.75,1292.7,37.6,2070.25,14.0,730.0,0.0,0.0,22,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,6.621938133139869
556,25,13,32.0,6.9,0.46147200000000005,1.746528,16,4,0,0,0,0,0,0,0,0,17.3,32.0,5,3.55,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6.127393064332226
557,43,8,28.0,12.2,0.46115999999999996,2.95484,-1,1,1,1,0,0,0,0,0,0,13.700000000000001,35.0,20,6.05,107.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6.43266674348557
558,26,15,24.0,13.5,0.9169200000000001,2.32308,15,3,6,0,1,0,0,0,0,5,16.1,17.0,37,10.25,333.25,0.0,0.0,24.4,927.7,0.0,0.0,0.0,0.0,18,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,5.167639042905921
559,20,15,27.0,11.200000000000001,0.365904,2.658096,16,4,4,0,3,0,0,1,0,0,16.5,19.0,24,6.15,168.4,15.75,424.35,30.8,675.75,21.25,490.0,0.0,0.0,23,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6.514445988643986
560,49,12,38.0,7.6,1.435336,1.452664,-1,1,4,1,0,0,2,0,0,0,17.3,15.0,53,12.7,647.25,0.0,0.0,0.0,0.0,19.0,965.0,0.0,0.0,19,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.66108718262097
561,22,15,17.0,3.1,0.346766,0.180234,-1,2,1,1,0,0,0,0,0,0,11.600000000000001,24.0,31,17.4,538.85,0.0,0.0,21.15,657.85,0.0,0.0,0.0,0.0,25,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,6.430960642959063
562,48,14,90.0,7.199999999999999,3.6158399999999995,2.86416,14,2,1,1,0,0,0,0,0,0,58.1,15.0,72,28.9,1943.25,39.0,2894.05,0.0,0.0,27.75,2015.0,0.0,0.0,26,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.4312735937966625
563,74,11,26.0,12.4,0.21278400000000003,3.011216,14,2,2,1,0,0,0,1,0,0,19.200000000000003,27.0,72,15.3,1096.6,24.0,1642.3,0.0,0.0,11.0,795.0,0.0,0.0,22,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6.072399164603981
564,55,14,112.0,26.1,10.552752,18.679248,-1,1,0,0,0,0,0,0,0,0,62.6,36.0,18,7.5,123.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6.580819426163694
565,58,16,70.0,9.9,1.9404000000000001,4.9896,-1,1,0,0,0,0,0,0,0,0,42.2,23.0,13,8.3,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5.641516923918676
566,49,18,197.0,18.8,14.25886,22.777140000000003,17,6,0,0,0,0,0,0,0,0,92.00100000000002,22.0,38,9.15,349.35,58.752500000000055,1365.35,0.0,0.0,16.25,600.0,0.0,0.0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7.0469083403747135
567,23,13,15.0,8.1,0.39123,0.8237700000000001,-1,1,4,0,1,0,0,3,0,0,6.800000000000001,19.0,1,1.9,2.4,10.75,10.75,0.0,0.0,24.25,24.25,12.7,12.7,16,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.027361298011842
568,52,16,98.0,22.7,5.205564000000001,17.040436,18,2,0,0,0,0,0,0,0,0,62.7,29.0,67,9.55,592.6,0.0,0.0,0.0,0.0,22.0,1460.0,0.0,0.0,17,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4.528073135603124
569,36,15,116.0,9.6,0.8574720000000001,10.278528000000001,-1,1,5,0,0,0,0,0,0,5,50.7,21.0,33,6.95,265.25,45.25,1484.55,37.65,1111.15,14.0,390.0,45.3,1457.0,20,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,5.778518820770218
570,32,11,40.0,10.7,1.0272000000000001,3.2528,-1,1,3,2,1,0,0,0,0,0,17.3,21.0,26,5.05,158.9,19.25,495.55,0.0,0.0,14.0,360.0,26.75,628.15,23,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.321203470334738
